1	f4477125-76c2-4c75-903f-5fa9b31bebe11	f4477125-76c2-4c75-903f-5fa9b31bebe11end	 He swam with the small fish.	Brad then went home after a nice day.
1	c41221e1-a84d-43ff-a7de-d623d7480d431	c41221e1-a84d-43ff-a7de-d623d7480d431end	 It was lunch time and I was starting to get hungry.	I decided to buy chips at the gas station.
0	8bfd17e8-b08f-4a99-afc4-7efe411853cd0	8bfd17e8-b08f-4a99-afc4-7efe411853cd0end	 The truck bounced hard when he hit the pothole.	Sam was happy that he disabled his mail truck.
1	51de9244-e843-4b94-9722-e43dee4a76ea1	51de9244-e843-4b94-9722-e43dee4a76ea1end	 On her day off she hung out with boyfriend Robb	They relaxed all day and Amber felt much better.
0	f8a623b4-a19c-4176-a576-2fda8da9d6160	f8a623b4-a19c-4176-a576-2fda8da9d6160end	 Her teacher would not let her turn in the homework.	She was very happy with the teacher.
0	9e84d7be-cf37-48c7-88a4-0b8fa8d60f5c0	9e84d7be-cf37-48c7-88a4-0b8fa8d60f5c0end	 When he got home, he took his family to see a movie and have dinner.	Howard sat and cried the whole time.
0	d0cc2b2d-106a-4255-a946-cddb42b76b470	d0cc2b2d-106a-4255-a946-cddb42b76b470end	 She called the listed number to arrange an interview.	Bonnie called to say she didn't want an interview.
0	ea04f6ea-5b4f-4a24-a276-fe6c1e55667f0	ea04f6ea-5b4f-4a24-a276-fe6c1e55667f0end	 It closed down though and now I have to drive far to see movie.	I still go to same theatre that I always have.
0	c181efbd-c6f3-4159-b969-73970763705c0	c181efbd-c6f3-4159-b969-73970763705c0end	 Just being outside began to lift her low spirits.	She couldn't wait to be back in the house.
0	ad0ecbef-894d-44b0-ada0-dd4c02f1ea030	ad0ecbef-894d-44b0-ada0-dd4c02f1ea030end	 Now she would be able to keep it secret that it was ever taken.	Gina threw the phone away.
1	248a69a6-117f-4512-92db-7bde99a2ab0b1	248a69a6-117f-4512-92db-7bde99a2ab0b1end	 Finally it is Tyler's turn to shower.	Tyler takes a quick shower and gets to the bus stop on time.
0	2f5c65fb-843e-4997-8140-13f5f38c91370	2f5c65fb-843e-4997-8140-13f5f38c91370end	 Gina normally didn't like Burger King's fries.	Gina walked down the highway without her family.
1	23f75488-ac93-4c34-8914-a7727508f8ef1	23f75488-ac93-4c34-8914-a7727508f8ef1end	 Joe ordered a pizza online.	Joe started eating the pizza before the delivery man left.
1	a7e0d548-30b7-4d6b-b94b-746718b06b101	a7e0d548-30b7-4d6b-b94b-746718b06b101end	 They went to the woods and hiked for hours.	Afterwards they watched the sunset from a cliff.
1	20b0814c-52f9-4a1b-825b-2d5b4e9e71d61	20b0814c-52f9-4a1b-825b-2d5b4e9e71d61end	 His mother heard him from in the kitchen and ran over to him.	The mother comforted the child.
1	4828eea9-7ca1-47c6-9b58-3b52884ac6261	4828eea9-7ca1-47c6-9b58-3b52884ac6261end	 One year we found cookie pieces outside in the snow.	We told the kids that Santa must have share with the reindeer.
0	732d31b0-0c2d-4ae0-a374-8592dc480df90	732d31b0-0c2d-4ae0-a374-8592dc480df90end	 He got very tipsy, but he remembered one thing for sure.	He remembered to invest in gold.
0	1d7c1148-bf98-4578-ac1c-148f12c3595e0	1d7c1148-bf98-4578-ac1c-148f12c3595e0end	 One of his friends was sneakily cheating!	Ace was happy for his friend.
0	2882bd18-3f36-4f25-88b4-0174f2d655de0	2882bd18-3f36-4f25-88b4-0174f2d655de0end	 After a week, it was time to collect her pay.	Nina bought a new bike with her earnings.
0	5e3bd2fb-97f8-4457-8ac7-37cda8af82050	5e3bd2fb-97f8-4457-8ac7-37cda8af82050end	 While happy and grateful, they were somewhat less enthused.	The parents had another baby.
1	5a56884f-0cdf-4600-834e-66e4c70a687f1	5a56884f-0cdf-4600-834e-66e4c70a687f1end	 Josh was happy that he got a bonus.	Josh used the bonus to repair his broken car.
1	fbd3cadc-ed50-4384-91f2-cd769e2282351	fbd3cadc-ed50-4384-91f2-cd769e2282351end	 After a week, nobody had claimed the money.	Kelly used the money treat all her friends to ice cream.
0	d6c07fc5-9379-427c-8db3-d1e216c618290	d6c07fc5-9379-427c-8db3-d1e216c618290end	 She arrived in class 25 minutes late.	She was the first person to arrive.
1	27675b3b-ba98-4b7e-aca9-fa73a6822c8d1	27675b3b-ba98-4b7e-aca9-fa73a6822c8d1end	 He saw the ancient Book of Kells on display there.	He enjoyed his stay in the country.
0	77034191-c785-4040-8824-3c6435ef0bec0	77034191-c785-4040-8824-3c6435ef0bec0end	 Right before he came back he left a message regarding their time.	He had to admit he didn't really like their cat very much.
1	1730c379-eff8-4d18-b195-4d59e7cce6001	1730c379-eff8-4d18-b195-4d59e7cce6001end	 After a while, a nurse came to see tommy.	Tommy was then treated and felt much better.
1	4865f73d-e8f6-4063-8edb-fe3a8088dffa1	4865f73d-e8f6-4063-8edb-fe3a8088dffa1end	 He actually enjoyed the flight!	Tim started traveling a lot of places by airplane.
0	705a69e2-7aeb-4c94-a1fb-2997d11e74ca0	705a69e2-7aeb-4c94-a1fb-2997d11e74ca0end	 Sam was very embarrassed the first day.	His classmates taught him to overcome his fear of heights.
1	0d7b20c2-000f-4049-9d07-9a0187a1d46f1	0d7b20c2-000f-4049-9d07-9a0187a1d46f1end	 They finished the hike and were at the top.	The view was great and Ted was happy they had come.
1	4491c70f-158c-4c4b-b5ed-87b3812711f31	4491c70f-158c-4c4b-b5ed-87b3812711f31end	 The stunt man was ejected from his seat.	The stunt man was paralyzed.
0	c545f1d9-8c13-4f15-907a-09d2115b11520	c545f1d9-8c13-4f15-907a-09d2115b11520end	 They chose an action movie that had both comedic and thrilling parts.	They decided to go to Vegas instead.
0	c63cf569-80b3-42a2-b42f-cf47598684d50	c63cf569-80b3-42a2-b42f-cf47598684d50end	 On his trip, he eats local food and sees amazing sights.	David learns to play piano.
0	c977fd68-7741-448f-be29-f049268652d90	c977fd68-7741-448f-be29-f049268652d90end	 Rex vacuums the floor and makes his bed.	Rex loves cleaning the bathroom.
0	d5fd7433-7ba3-499c-b52a-3b9d1f2d8cef0	d5fd7433-7ba3-499c-b52a-3b9d1f2d8cef0end	 Buck, intrigued, went to the shelter right away.	Buck was angry that the woman would say something like that.
1	90d91e34-19ae-4ab5-836a-ef991863d5311	90d91e34-19ae-4ab5-836a-ef991863d5311end	 She found a librarian who explained the dewey decimal system.	That helped her find what she wanted.
1	ae755c45-9d43-4b87-a751-3131f5ada51b1	ae755c45-9d43-4b87-a751-3131f5ada51b1end	 Eddie secretly buried a pile of quarters in the sand.	And watched the man happily get a ping.
0	0d608a91-67df-45e3-b141-12fa84ce1f000	0d608a91-67df-45e3-b141-12fa84ce1f000end	 By the time she reached the bathroom the gagging had subsided.	She went back and had another large serving of deer meat.
1	ca59756e-6ff6-4d36-8c69-70d8f21d6d6b1	ca59756e-6ff6-4d36-8c69-70d8f21d6d6b1end	 I found a pack of paper towels.	I mopped up the mess.
1	215b8a85-692e-4d23-a29f-c9077d9bae511	215b8a85-692e-4d23-a29f-c9077d9bae511end	 She loved every moment of it.	Amelia decided to vacation to Mexico more often.
0	88d01e29-7b59-4eec-9070-0607c375b1680	88d01e29-7b59-4eec-9070-0607c375b1680end	 I tried talking to them about it and they said they'd be quieter.	They were so quiet, I had to call the police.
1	ecd647bb-a30b-405d-913e-3a19011b092d1	ecd647bb-a30b-405d-913e-3a19011b092d1end	 The roommate took the money and never did the work.	Nate had a hard time working up the energy to confront him.
0	cb29c4b6-9cf2-4899-a296-9c2bf1100da60	cb29c4b6-9cf2-4899-a296-9c2bf1100da60end	 She smiled but didn't seem interested.	I bought her a dress that afternoon.
0	c08b9f9a-5d56-4701-92d4-3edef2ccec620	c08b9f9a-5d56-4701-92d4-3edef2ccec620end	 She decided to confront her boss about the negative remarks.	Jennifer thanked her boss for his fairness.
0	c176e98c-4d7f-4f96-b838-a43acb72865c0	c176e98c-4d7f-4f96-b838-a43acb72865c0end	 So he was proud when he came home with an A on his spelling homework.	He was sad for the rest of the day.
1	b0d3a9eb-5b87-45ca-a12e-cac355c30cbc1	b0d3a9eb-5b87-45ca-a12e-cac355c30cbc1end	 The boat was going fast and David started having fun!	David decided that he enjoys boats afterall.
0	fdbceae0-770a-4d16-8890-75362a17e25f0	fdbceae0-770a-4d16-8890-75362a17e25f0end	 Thankfully, there was no fracture.	My son died and we buried him in the graveyard.
0	459330e7-0e14-46e7-a482-b9df82b6622d0	459330e7-0e14-46e7-a482-b9df82b6622d0end	 I couldn't see the clothes on the ground and got a bad bruise.	I decided to permanently get rid of the nightlight.
1	f558675a-1600-4c49-b0f8-8bb238e57d171	f558675a-1600-4c49-b0f8-8bb238e57d171end	 Herman came up with two dollars and walked to the store.	Herman managed to buy some food to make a small meal.
1	ce62c6d1-55b5-47f2-bcbd-736598321ad51	ce62c6d1-55b5-47f2-bcbd-736598321ad51end	 Her hard work had paid off!	Jody became a manager and succeeded.
0	4fd8c43e-97a7-44fd-a33b-14059a5b29800	4fd8c43e-97a7-44fd-a33b-14059a5b29800end	 After three weeks, Jane was juggling.	Jane was untalented.
1	5af670c5-f7db-4f79-9407-054bb817fe931	5af670c5-f7db-4f79-9407-054bb817fe931end	 They fell down.	The crowd made many people late to class.
0	d366b88f-b59e-492a-a4a7-0848c45237b00	d366b88f-b59e-492a-a4a7-0848c45237b00end	 We ate our meals, and shared a dessert.	The restaurant was just too cold.
1	62283acf-2724-47df-a5f7-27229dc5acfc1	62283acf-2724-47df-a5f7-27229dc5acfc1end	 She asked her mother where it was.	Katie was relieved when her mother said the back yard.
0	94904ce6-27b8-4c88-bb6b-bb1cee23f3f90	94904ce6-27b8-4c88-bb6b-bb1cee23f3f90end	 Thankfully she did great.	Tina has a baby blanket.
0	2ef42f27-39bf-40d8-8636-108de35831030	2ef42f27-39bf-40d8-8636-108de35831030end	 We talk about the old days when we used to play together outside.	I wish he would pass away already.
1	c545f1d9-8c13-4f15-907a-09d2115b11521	c545f1d9-8c13-4f15-907a-09d2115b11521end	 They chose an action movie that had both comedic and thrilling parts.	They were both happy.
0	287a0ff3-5017-4f34-8e69-a14053bba5850	287a0ff3-5017-4f34-8e69-a14053bba5850end	 She saved all her money in a savings account.	Mary saw no change in her financial situation.
1	aec3209e-fac7-406f-a129-7c2b41c20fe21	aec3209e-fac7-406f-a129-7c2b41c20fe21end	 So they hired a professional carpet cleaner.	The carpet looked almost new after it was cleaned.
1	7dbd977b-94b8-41da-888b-aee254d4f3271	7dbd977b-94b8-41da-888b-aee254d4f3271end	 In the big city she could be anyone and do anything she wanted.	Once there, she got her dream job.
0	cd3eb218-2b2d-462e-b33e-2747b8dfaeb30	cd3eb218-2b2d-462e-b33e-2747b8dfaeb30end	 It landed in the backyard of an old woman.	The old woman was delighted to find the fur coat.
1	a555794a-41f6-4893-9125-1a0a3a5445f11	a555794a-41f6-4893-9125-1a0a3a5445f11end	 The doctor gave him ointment and some antibiotics.	Bryan went home relieved.
0	fd578a8b-fd54-45a5-916b-a607971000950	fd578a8b-fd54-45a5-916b-a607971000950end	 His mother came home and saw all the closet doors broken.	Drew always wants to obey the law.
1	e46e91fe-65e7-42f0-93ed-bebd23ff903c1	e46e91fe-65e7-42f0-93ed-bebd23ff903c1end	 Finally it was time for Amy to try on her own.	Amy was surprised that she did a good job.
0	92858b36-2816-4872-a937-0001cb7240fd0	92858b36-2816-4872-a937-0001cb7240fd0end	 Susan drove in the rain to the very next rest stop and went in.	Susan drove back to the last stop to talk to the strange man.
0	bf02c548-9458-4b48-a482-5cfb4031d7a70	bf02c548-9458-4b48-a482-5cfb4031d7a70end	 It all came down to the final two and Jen's opponent had messed up.	Jen lost the spelling bee.
0	3e4b2ed5-eab3-489d-a6be-3ad106988fa80	3e4b2ed5-eab3-489d-a6be-3ad106988fa80end	 They shopped the rest of the day.	Clara felt very lonely.
1	683fa7a6-70a2-41cb-b206-51c330e7fc581	683fa7a6-70a2-41cb-b206-51c330e7fc581end	 They were both suspended for a week.	They both learned their lesson and no longer kissed in school.
0	a555794a-41f6-4893-9125-1a0a3a5445f10	a555794a-41f6-4893-9125-1a0a3a5445f10end	 The doctor gave him ointment and some antibiotics.	Bryan went home in pain.
0	00ad2c65-acc5-41da-9661-5a63eca26dd60	00ad2c65-acc5-41da-9661-5a63eca26dd60end	 The plane made a lot of loud noises but it wasn't too bad.	I vowed to never get on a plane again.
0	69742aaa-ec73-4354-9de2-2ee4f8e19ec10	69742aaa-ec73-4354-9de2-2ee4f8e19ec10end	 He poured his heart into the song.	Steve drove an hour away to go to a strip joint for drugs.
0	f3c5e059-72e7-412b-9248-80396c4e240a0	f3c5e059-72e7-412b-9248-80396c4e240a0end	 I asked who it was and why they were calling.	I said goodbye to the man on the phone.
0	2c2e3bc5-3cda-4c6b-9173-41e4eeaf36c70	2c2e3bc5-3cda-4c6b-9173-41e4eeaf36c70end	 Her boss lets her leave work.	Ashley went surfing.
0	2b5675aa-b214-47df-a125-82e0579f939e0	2b5675aa-b214-47df-a125-82e0579f939e0end	 He decided to get his fishing license.	Brandon then became a surfer.
0	68f6af39-ea81-44b7-aefc-edf5a198dc4a0	68f6af39-ea81-44b7-aefc-edf5a198dc4a0end	 She pulled the timesheets to prove her point.	Sara was fired.
1	06eef9c5-1b05-4d08-961c-fdefdb74d6ea1	06eef9c5-1b05-4d08-961c-fdefdb74d6ea1end	 He found a toy bear and sold it for 50 cents.	Then he bought his candy.
1	80eb9f53-983e-48ea-b0a1-acbb084198571	80eb9f53-983e-48ea-b0a1-acbb084198571end	 Horatio took his first bite into a raw oyster and loved it.	He ate ten more.
1	88e97728-dadc-4a2b-bc91-92c34df1de301	88e97728-dadc-4a2b-bc91-92c34df1de301end	 After 48 hours of being in labor, her baby was released.	Jackie and her husband were very happy.
0	f15ddccd-7a21-45c3-ab3f-241ef3b2e4d30	f15ddccd-7a21-45c3-ab3f-241ef3b2e4d30end	 The bars reminded me that my mother cares about me.	I never ate pumpkin bars after that day.
1	796cebdd-7d6f-4c1e-95c3-be941d0e4a551	796cebdd-7d6f-4c1e-95c3-be941d0e4a551end	 Beth was in labor for 2 days.	Beth gave birth to a beautiful baby boy.
1	1d7c1148-bf98-4578-ac1c-148f12c3595e1	1d7c1148-bf98-4578-ac1c-148f12c3595e1end	 One of his friends was sneakily cheating!	Ace called out his friend for cheating.
1	cd681552-f7d4-4df2-b6eb-19f116383b4a1	cd681552-f7d4-4df2-b6eb-19f116383b4a1end	 His TV had been stolen.	He told the police, who said they weren't likely to find it.
0	3e43926e-578c-4da6-9026-fa7908d460030	3e43926e-578c-4da6-9026-fa7908d460030end	 I love the car so much.	I decided to get rid of the car.
0	4fdedd14-b582-4e75-b786-f565892e9cc90	4fdedd14-b582-4e75-b786-f565892e9cc90end	 He loves how they taste.	Victor realizes he has left his sweatshirt at the gym.
0	5e921f4c-53ec-461e-89d9-8b7b4ce567390	5e921f4c-53ec-461e-89d9-8b7b4ce567390end	 He got dressed and went to the church.	Mario spent the afternoon catching butterflies in the park.
0	11d6d183-74b0-41cf-bfce-04c05a940b380	11d6d183-74b0-41cf-bfce-04c05a940b380end	 When he woke up the next day school was cancelled.	John was angry because it was snowing.
0	acf1cc07-ead5-4a22-af08-36aef9bc12420	acf1cc07-ead5-4a22-af08-36aef9bc12420end	 Sara was in labor for 4 hours.	Sara took a nap.
1	1141ae50-0eb4-4d05-8812-f31457d430a21	1141ae50-0eb4-4d05-8812-f31457d430a21end	 The house was lit up in spite of the late hour of 4 AM.	They couldn't wait to see grandma!
1	0d5e139a-4fe1-4652-85b5-7979d430391d1	0d5e139a-4fe1-4652-85b5-7979d430391d1end	 She carried him into the store in order to select a new pair.	Ava took good care of her son.
0	ae050b5c-4abe-4cdc-a1e5-401c0146d2200	ae050b5c-4abe-4cdc-a1e5-401c0146d2200end	 She wrote a song about it to memorize the material more easily.	Amy then failed the test because she did not prepare.
1	b9124010-865d-43e8-a341-75280447382f1	b9124010-865d-43e8-a341-75280447382f1end	 Like right now talking with you.	But in a moment, I'm going to start the puzzle.
0	d18c71ac-cd73-44a3-8e2f-0bfa247ba70b0	d18c71ac-cd73-44a3-8e2f-0bfa247ba70b0end	 His friends loved his cooking and encouraged him.	Emile stopped talking to his friends.
1	39ba66cb-3cde-4cee-8a25-fbf47ac926781	39ba66cb-3cde-4cee-8a25-fbf47ac926781end	 They realized he needed glasses and not a tutor.	Skip got glasses and improved in class.
1	de8e5184-38f7-4fc3-a913-fc1f1501cf091	de8e5184-38f7-4fc3-a913-fc1f1501cf091end	 They admired the roses while they ate dinner.	Sally's mom appreciated the effort.
0	0651e816-17ac-4226-9b7f-6391936ced7d0	0651e816-17ac-4226-9b7f-6391936ced7d0end	 His head landed on the keys and several letters were typed.	Drew was glad his project would be free of any mistakes.
0	3be5ad30-ff57-4914-99b8-b89ae807bf6c0	3be5ad30-ff57-4914-99b8-b89ae807bf6c0end	 She climbed the tall tree and realized how big the bunches were.	Lizzy decided she did not like bananas.
0	346c8cdd-e2fa-4435-965c-42009d3047740	346c8cdd-e2fa-4435-965c-42009d3047740end	 He was scared but wanted to do the right thing.	Greg blamed the broken window on another boy.
0	5080c261-9751-47c0-9cb9-7a9a326fb62f0	5080c261-9751-47c0-9cb9-7a9a326fb62f0end	 No one answered however, the front door was open.	Tom began to laugh.
0	ce6f8088-50ca-4758-b820-ec35933b41e40	ce6f8088-50ca-4758-b820-ec35933b41e40end	 As soon as she walked in she grabbed a bucket.	Lulu planted fruit and vegetable trees on her property.
1	ea067ab3-67d0-4860-a5f4-7ee4492d3f3e1	ea067ab3-67d0-4860-a5f4-7ee4492d3f3e1end	 Ultimately, I was prepared on the exam day.	I aced my exam.
0	fbd2679e-59e5-4f63-9d3b-a1b270f2adf20	fbd2679e-59e5-4f63-9d3b-a1b270f2adf20end	 Ted decided there was no better time to learn, so he jumped in.	Ted felt very dry.
0	4865f73d-e8f6-4063-8edb-fe3a8088dffa0	4865f73d-e8f6-4063-8edb-fe3a8088dffa0end	 He actually enjoyed the flight!	Tim vowed never to get on another plane again.
1	5a68e437-26e9-4c2c-8390-e09787adf3171	5a68e437-26e9-4c2c-8390-e09787adf3171end	 Karen was accepted but Diane was not, which was hard for both of them.	It was hard, but they agreed to go their separate ways.
1	8844fc1d-432b-46e8-8eb1-c78bb87e6c351	8844fc1d-432b-46e8-8eb1-c78bb87e6c351end	 It was hard work which took hours.	Beth was dedicated to making great mashed potatoes.
0	51498810-6e27-42c5-ad73-04e2466792b00	51498810-6e27-42c5-ad73-04e2466792b00end	 Ted's father helped to split the down payment on a home with Ted.	Ted said he didn't want to be a homeowner anymore.
0	f11a5673-e26f-4e9c-9c5d-e0770601e3570	f11a5673-e26f-4e9c-9c5d-e0770601e3570end	 On the night of the fight he had won all rounds.	Mark did not do well and felt defeated.
0	8d184896-38b8-4cde-91f5-b17cb2390d3d0	8d184896-38b8-4cde-91f5-b17cb2390d3d0end	 It was not on.	Daniel turned on the kitchen light and had a snack.
1	42c98f2d-f3c3-4a29-af0f-59a82bc01cf91	42c98f2d-f3c3-4a29-af0f-59a82bc01cf91end	 They became a huge success overnight.	They were very excited about being well known.
0	9a26ef1d-19a5-4f8b-bd04-7674f598df910	9a26ef1d-19a5-4f8b-bd04-7674f598df910end	 She brings her mother a biscuit and her mother says it is delicious.	Lorraine is disappointed.
0	c171ddb2-af29-473a-acbb-a1262b464ada0	c171ddb2-af29-473a-acbb-a1262b464ada0end	 Nearby residents called the police to complain about the noise.	The police told them to keep playing.
1	dacbdd76-ec3a-45dd-8180-bb45899cf5bb1	dacbdd76-ec3a-45dd-8180-bb45899cf5bb1end	 Then he decided on a scarier costume.	Zeke dressed up like a skeleton.
0	d86787ce-aeb7-4bfe-ab75-a98c253e67f10	d86787ce-aeb7-4bfe-ab75-a98c253e67f10end	 Sue called up the fire department.	Suzi hoped the cat would stay in the tree.
0	3dfddb07-7fcc-4383-b01f-820d55f933cd0	3dfddb07-7fcc-4383-b01f-820d55f933cd0end	 Finally I got a new charger off the internet.	That is why I only play Frisbee outside.
0	7182496d-38b5-4af9-bef1-08bc329b5aba0	7182496d-38b5-4af9-bef1-08bc329b5aba0end	 Carl was scared and began evacuating.	He changed his mind and returned to watching TV.
1	bcdb2e37-68b3-4809-8823-48e0cc4353361	bcdb2e37-68b3-4809-8823-48e0cc4353361end	 No one could read or understand the letter.	Rachel took it to a language professor for translation.
0	ddb2a703-b9a5-4462-98c2-eb6705f1430f0	ddb2a703-b9a5-4462-98c2-eb6705f1430f0end	 Soon Tim was really interested!	Tim decided he wasn't interested in birds anymore.
0	bef317ec-84c4-476b-a83f-31666dc3af740	bef317ec-84c4-476b-a83f-31666dc3af740end	 Eventually Sandra convinced her parents she should get a turtle.	Sandra was upset that her parents refused to buy her a turtle.
0	9ec710ea-0c91-4616-91ab-f28588628b5c0	9ec710ea-0c91-4616-91ab-f28588628b5c0end	 He eventually just went and got a replacement ID.	Damon went straight to his room and went to bed.
0	1cb827d2-5dca-4618-8787-770e5b31e5fa0	1cb827d2-5dca-4618-8787-770e5b31e5fa0end	 When Dan got home his mother told him she had a surprise.	Dan's mother told him to get ready for school.
1	0d6425fa-bf7d-47e9-803c-4918ebbfe1de1	0d6425fa-bf7d-47e9-803c-4918ebbfe1de1end	 She removed the key from the chain quietly.	Then Gina placed the purse right back where she found it.
1	9e4bd3fc-71e8-4f2a-b5b9-9f1897fb298d1	9e4bd3fc-71e8-4f2a-b5b9-9f1897fb298d1end	 Then, she made little frosting flowers.	After finishing, her cake looked very tasty.
1	8d184896-38b8-4cde-91f5-b17cb2390d3d1	8d184896-38b8-4cde-91f5-b17cb2390d3d1end	 It was not on.	Daniel went to check the breaker box.
0	51a5d37a-b747-4b2b-ae86-77417dfd37bf0	51a5d37a-b747-4b2b-ae86-77417dfd37bf0end	 I broke my ankle and was in so much pain!	I got up and got right back on the balance beam.
0	0d7b20c2-000f-4049-9d07-9a0187a1d46f0	0d7b20c2-000f-4049-9d07-9a0187a1d46f0end	 They finished the hike and were at the top.	Ted got in his car and drove home.
1	702267f4-b51a-4366-bbe4-fe3d5f94077d1	702267f4-b51a-4366-bbe4-fe3d5f94077d1end	 He went to the chinese theater to beg one day.	Sam felt very depressed.
0	240e4087-d102-42d2-a7e7-07c1168111290	240e4087-d102-42d2-a7e7-07c1168111290end	 Elaine deliberated on where she should go for almost an hour.	Elaine found it easy to make up her mind.
0	c080b61b-7467-4eb8-8c36-096451d161820	c080b61b-7467-4eb8-8c36-096451d161820end	 The house was old and abandoned.	They decided to play baseball there.
1	98312c32-8eea-43ec-a522-0dbdaf5a5fca1	98312c32-8eea-43ec-a522-0dbdaf5a5fca1end	 He found out that they went out of business last week.	John was sad to hear the news.
0	27675b3b-ba98-4b7e-aca9-fa73a6822c8d0	27675b3b-ba98-4b7e-aca9-fa73a6822c8d0end	 He saw the ancient Book of Kells on display there.	Neil was bored of the trip and went home.
1	816af3a0-0d30-4901-bb69-dc905f1076361	816af3a0-0d30-4901-bb69-dc905f1076361end	 Her mother was very gracious.	Jimmy's mother started to get better.
1	40677245-6688-4b07-b0d3-7df878ae75141	40677245-6688-4b07-b0d3-7df878ae75141end	 Bob was dehydrated from exerting himself.	Bob's friends quickly brought him some water to hydrate him.
1	0932cb74-8265-44a3-ad1e-53975f3ee80c1	0932cb74-8265-44a3-ad1e-53975f3ee80c1end	 Marcy looked in the bedrooms and didn't see them.	She found them in the living room reading and was relieved.
1	6c081075-1e92-41e7-9c88-ec81ec0ea7c41	6c081075-1e92-41e7-9c88-ec81ec0ea7c41end	 She got together some daffodils and chrysanthemums.	Gloria's husband appreciated the gesture.
1	05a2aa5d-1e5b-4741-a053-87b342b045781	05a2aa5d-1e5b-4741-a053-87b342b045781end	 When the interview was done, they told her they would call her back.	Kelly hoped that she would get a call soon.
1	3bef731d-076d-4d20-a722-a2f8c26687961	3bef731d-076d-4d20-a722-a2f8c26687961end	 I became enthralled, and spent every day at my desk having fun.	I learned a lot from Google.
0	46d0ae62-6497-43b3-aa71-312a4abf1cb00	46d0ae62-6497-43b3-aa71-312a4abf1cb00end	 The man kindly said thank you before he walked away.	Feeling guilty, I bought a restaurant for the stranger.
0	cd2c799f-ffe8-4a32-aea4-09bb5cee816e0	cd2c799f-ffe8-4a32-aea4-09bb5cee816e0end	 Eventually it was his wife's birthday.	He decided to go golfing all day.
1	c70faa93-43d8-4343-8b31-5b28aba6eedc1	c70faa93-43d8-4343-8b31-5b28aba6eedc1end	 This  led me to take a bunch of classes on special education.	I began to teach special education.
0	8f7be9c8-a310-4319-9ae1-5c20b9b0f2920	8f7be9c8-a310-4319-9ae1-5c20b9b0f2920end	 Gina got a chance to see her grandpa in a different light.	She realized how boring his life was.
1	b25259c8-032f-41ee-b65d-91e191d79bee1	b25259c8-032f-41ee-b65d-91e191d79bee1end	 He decided he wanted to buy a big shotgun.	Dave bought it and enjoyed his purchase.
0	51331d6f-f1df-4163-8747-ec4c7d5b1d8a0	51331d6f-f1df-4163-8747-ec4c7d5b1d8a0end	 Thirty minutes had passed and her date did not show up.	Amelia was very happy.
1	d1817a6c-58d1-498b-aba9-34af046591421	d1817a6c-58d1-498b-aba9-34af046591421end	 He suffered for two days and still couldn't find any.	Eventually Tom went back on the grid.
0	caae8e0c-2dd1-40f5-9444-5a41c6ec50930	caae8e0c-2dd1-40f5-9444-5a41c6ec50930end	 The man leapt as high as he could while running.	The man went under the gate.
1	8a3d4657-67c5-4a8e-91cb-0990a231959c1	8a3d4657-67c5-4a8e-91cb-0990a231959c1end	 He waited a week and then picked it up from the shop.	Bob loved the new color he chose.
1	9a5fdf10-dc3f-4f49-9b40-1a017f3a044b1	9a5fdf10-dc3f-4f49-9b40-1a017f3a044b1end	 Rene appreciated his offer and took him up on it.	Rene then played games.
1	88fcccdd-6bec-4d48-9e12-acc58e2b91d31	88fcccdd-6bec-4d48-9e12-acc58e2b91d31end	 She said she was working out and eating better.	Anna's friends were surprised by her simple methods.
1	d18c71ac-cd73-44a3-8e2f-0bfa247ba70b1	d18c71ac-cd73-44a3-8e2f-0bfa247ba70b1end	 His friends loved his cooking and encouraged him.	Emile eventually got a job as a chef.
1	9750212e-a0a3-404b-835d-035aa7f7ad301	9750212e-a0a3-404b-835d-035aa7f7ad301end	 Once there I bought the pair I thought was best.	I loved my new socks.
0	ca091eda-e978-4722-b8c3-8fd607ab6ff70	ca091eda-e978-4722-b8c3-8fd607ab6ff70end	 The painting was of a waterfall.	I decided not to buy the painting because I didn't like it.
0	b22e9193-17b6-4868-be18-d7736063a26f0	b22e9193-17b6-4868-be18-d7736063a26f0end	 On moving day she said goodbye to her friends.	Alicia was happy to be leaving her old house.
0	8b7ab48c-435b-49f3-926d-74cd9a50fa410	8b7ab48c-435b-49f3-926d-74cd9a50fa410end	 Emily was happy and decided to stay inside and read on her day off.	She caught hypothermia.
1	db50ca49-9ca7-4cdd-ab92-c9c6277817471	db50ca49-9ca7-4cdd-ab92-c9c6277817471end	 But she was too scared to.	Cindy asked her mother to drive her.
1	83c7ec4c-f2e3-4474-8897-5cab30a270421	83c7ec4c-f2e3-4474-8897-5cab30a270421end	 We went to dinner and then a movie.	I got to kiss Sarah goodnight.
0	4dd9695b-4735-45fc-aeea-b5f878aef68e0	4dd9695b-4735-45fc-aeea-b5f878aef68e0end	 He was only of the first people to audition After his performance, the judges were impressed	He awaited a call back, but he never heard from the judges again.
1	9f177a52-fadb-49d9-a25e-6d7d6540fed61	9f177a52-fadb-49d9-a25e-6d7d6540fed61end	 She added the detergent and fabric softener.	She continued to do this until the laundry was done.
1	06ccc957-8b69-4d71-8f6f-4fb686041e5a1	06ccc957-8b69-4d71-8f6f-4fb686041e5a1end	 The counselor gave him a list of prerequisites.	Lonnie finally decided to go into education.
